ACCESSION_NUMBER	OTHERMANAGER_SK	CIK	FORM13FFILENUMBER	CRDNUMBER	SECFILENUMBER	NAME
0001012975-25-000235	197185	0001752847	028-20631			Pivotal bioVenture Partners Fund I U.G.P. Ltd
0001011438-25-000280	196787	0001569709	028-15353	000159198	801-72878	ICONIQ Capital, LLC
0001011438-25-000279	197209	0001569709	028-15353	000159198	801-72878	ICONIQ Capital, LLC
0001527685-25-000004	196412	0000040729	028-14534			Ally Financial Inc.
0001104659-25-048510	196506	0001535815	028-19314			Natixis Investment Managers SA
0001104659-25-048510	196505	0001053187	028-06808			Natixis Investment Managers, LLC
0001011438-25-000278	196228	0001569709	028-15353	000159198	801-72878	ICONIQ Capital, LLC
0001104659-25-048508	196410	0001021642	028-05840			VAUGHAN NELSON INVESTMENT MANAGEMENT, L.P.
0001104659-25-048508	196405	0001046187	028-06538			AEW CAPITAL MANAGEMENT L P
0001104659-25-048508	196406	0001114618	028-05733			GATEWAY INVESTMENT ADVISERS LLC
0001104659-25-048508	196407	0000813917	028-02013			HARRIS ASSOCIATES L P
0001104659-25-048508	196408	0000312348	028-00398			LOOMIS SAYLES & CO L P
0001104659-25-048508	196409	0001018331	028-05788			NATIXIS ADVISORS, LLC
0001012975-25-000234	196524	0001844645	028-20630	000287988	802-110211	Pivotal bioVenture Partners Investment Advisor LLC
0001104659-25-048507	196149	0001166767	028-10092			Natixis Investment Managers International
0001104659-25-048507	196150	0001767843	028-19315			MIROVA
0001104659-25-048507	196151	0001767471	028-19252			OSSIAM
0001104659-25-048507	196152	0001956031	028-22946			Thematics Asset Management
0001104659-25-048507	196153	0001767945	028-19266			OSTRUM ASSET MANAGEMENT
0001104659-25-048507	196154	0001053187	028-06808			Natixis Investment Managers, LLC
0001104659-25-048507	196155	0001752759	028-24221			DNCA FINANCE
0001011438-25-000277	196857	0001569709	028-15353	000159198	801-72878	ICONIQ Capital, LLC
0000921895-25-001469	197149	0001922318	028-22858			Pale Fire Capital SE
0001011438-25-000276	196158	0001569709	028-15353	000159198	801-72878	ICONIQ Capital, LLC
0001532155-25-000075	196079	0001455253	028-13328			HS Management Partners, LLC
0001532155-25-000075	196093	0001333986	028-19172			Equitable Holdings, Inc.
0001532155-25-000075	196060	0001102578	028-05269			EARNEST PARTNERS LLC
0001532155-25-000075	196061	0000898420	028-03578			FRANKLIN ADVISERS INC
0001532155-25-000075	196062	0000807249	028-01887			GAMCO INVESTORS, INC. ET AL
0001532155-25-000075	196063	0001519418	028-14519			Horizon Kinetics LLC
0001532155-25-000075	196064	0000020430	028-00255			Invesco Advisers, Inc.
0001532155-25-000075	196065	0000019617	028-00694			JPMORGAN CHASE & CO
0001532155-25-000075	196066	0000728100	028-00413			LORD, ABBETT & CO. LLC
0001532155-25-000075	196067	0000912938	028-04968			MASSACHUSETTS FINANCIAL SERVICES CO /MA/
0001532155-25-000075	196068	0001230193	028-11866			MORGAN STANLEY INVESTMENT MANAGEMENT INC
0001532155-25-000075	196069	0001170789	028-12454			POST ADVISORY GROUP LLC
0001532155-25-000075	196070	0001257442	028-11338			SSGA FUNDS MANAGEMENT INC
0001532155-25-000075	196071	0000080255	028-00115			PRICE T ROWE ASSOCIATES INC /MD/
0001532155-25-000075	196072	0001177719	028-10220			WESTFIELD CAPITAL MANAGEMENT CO LP
0001532155-25-000075	196073	0000944388	028-11685			1832 Asset Management L.P.
0001532155-25-000075	196074	0000312348	028-00398			LOOMIS SAYLES & CO L P
0001532155-25-000075	196075	0000902219	028-04557			WELLINGTON MANAGEMENT GROUP LLP
0001532155-25-000075	196076	0001229262	028-10981			GOLDMAN SACHS ASSET MANAGEMENT, L.P.
0001532155-25-000075	196077	0001086431	028-04379			FEDERATED GLOBAL INVESTMENT MANAGEMENT CORP
0001532155-25-000075	196078	0001021642	028-05840			VAUGHAN NELSON INVESTMENT MANAGEMENT, L.P.
0001532155-25-000075	196094	0000874779	028-02900			MELLON INVESTMENTS Corp
0001532155-25-000075	196080	0001034524	028-03687			POLEN CAPITAL MANAGEMENT LLC
0001532155-25-000075	196081	0000829108	028-02204			Brandywine Global Investment Management, LLC
0001532155-25-000075	196082	0001207017	028-10469			LAZARD ASSET MANAGEMENT LLC
0001532155-25-000075	196083	0000052388	028-01091			AMERICAN CENTURY INVESTMENT MANAGEMENT INC
0001532155-25-000075	196084	0001385495	028-12282			FIAM LLC
0001532155-25-000075	196085	0000813917	028-02013			HARRIS ASSOCIATES L P
0001532155-25-000075	196086	0000314965	028-00096			CAPITAL GUARDIAN TRUST CO
0001532155-25-000075	196054	0001109448	028-10562			ALLIANCEBERNSTEIN L.P.
0001532155-25-000075	196055	0000313028	028-01006			BARROW HANLEY MEWHINNEY & STRAUSS LLC
0001532155-25-000075	196056	0001086363	028-04293			BLACKROCK FINANCIAL MANAGEMENT INC/DE
0001532155-25-000075	196057	0001305227	028-12016			BlackRock Investment Management, LLC
0001532155-25-000075	196058	0001348883	028-11611			Clearbridge Investments, LLC
0001532155-25-000075	196059	0001217541	028-10648			DIAMOND HILL CAPITAL MANAGEMENT INC
0001532155-25-000075	196087	0001023875	028-06154			FRANKLIN MUTUAL ADVISERS LLC
0001532155-25-000075	196088	0001697233	028-17876			GQG Partners LLC
0001532155-25-000075	196089	0000860644	028-02634			Aristotle Capital Management, LLC
0001532155-25-000075	196090	0000812295	028-01343			JANUS HENDERSON INVESTORS US LLC
0001532155-25-000075	196091	0001920120	028-22489			AXA Investment Managers US Inc.
0001532155-25-000075	196092	0001163368	028-10952			PACIFIC INVESTMENT MANAGEMENT CO LLC
0000064978-25-000006	196668	0000310158	028-25193			Merck & Co., Inc.
0000950123-25-005215	197188		028-16678			Anson Funds Management LP
0000921895-25-001468	196139	0001922318	028-22858			Pale Fire Capital SE
0001011438-25-000275	196687		028-15353			ICONIQ Capital, LLC
0001104659-25-048487	196144	0001802900	028-20101			Mirova US LLC
0001011438-25-000274	196031	0001569709	028-15353	000159198	801-72878	ICONIQ Capital, LLC
0000921895-25-001467	196909	0001922318	028-22858			Pale Fire Capital SE
0001172661-25-001881	196638	0001388391	028-12094	000136196	8-66988	Walleye Trading LLC
0001085146-25-003145	196395	0001633362	028-16562			Simcoe Capital Management, LLC
0001085146-25-003141	197194	0001426092	028-12889	000143875	801-68536	Longview Partners (Guernsey) LTD
0001218210-25-000009	196758	0001218210	028-10382			NORDEA INVESTMENT MANAGEMENT AB
0001214659-25-007604	196372	0001742998	028-18846			FNY Investment Advisers, LLC
0000919574-25-003020	196774	0001536186	028-15832	000165336	801-79530	LANDSCAPE CAPITAL MANAGEMENT, L.L.C.
0001218210-25-000008	196908	0001218210	028-10382			NORDEA INVESTMENT MANAGEMENT AB
0001532155-25-000074	196627	0001920120	028-22489			AXA Investment Managers US Inc.
0001532155-25-000074	196633	0000052388	028-01091			AMERICAN CENTURY INVESTMENT MANAGEMENT INC
0001532155-25-000074	196632	0001333986	028-19172			Equitable Holdings, Inc.
0001532155-25-000074	196631	0000312348	028-00398			LOOMIS SAYLES & CO L P
0001532155-25-000074	196630	0000807249	028-01887			GAMCO INVESTORS, INC. ET AL
0001532155-25-000074	196629	0000201772	028-00878			ESSEX INVESTMENT MANAGEMENT CO LLC
0001532155-25-000074	196628	0000829108	028-02204			Brandywine Global Investment Management, LLC
0000919574-25-003018	196389	0001536186	028-15832	000165336	801-79530	LANDSCAPE CAPITAL MANAGEMENT, L.L.C.
0000943663-25-000119	196775	0001505817	028-14036		801-71885	Fiera Capital Corp
0001218210-25-000007	197148	0001218210	028-10382			NORDEA INVESTMENT MANAGEMENT AB
0000919574-25-003013	196394	0001350879	028-11627	000133738	801-65262	INDUS CAPITAL PARTNERS, LLC
0000919574-25-003012	196258	0001459270	028-13772	000158448	801-72564	Freshford Capital Management, LLC
0001849486-25-000008	197054	0002055810				Eisler Capital Management Ltd.
0001532155-25-000073	196922	0001333986	028-19172			Equitable Holdings, Inc.
0000919574-25-003010	196843	0001459270	028-13772	000158448	801-72564	Freshford Capital Management, LLC
0000943663-25-000116	196181	0001505817	028-14036		801-71885	Fiera Capital Corp
0000919574-25-003009	197280	0001050417	028-10718	000109979	801-50707	CONTRARIAN CAPITAL MANAGEMENT, L.L.C.
0001849486-25-000007	196676	0002055810	028-25152			Eisler Capital Management Ltd.
0001140361-25-018904	196285	0000357301	028-06657			TRUSTCO BANK CORP N Y
0001849486-25-000006	196435	0002055810	028-25152			Eisler Capital Management Ltd.
0002068210-25-000011	196302	0001563660	028-21533			Desjardins Global Asset Management Inc.
0002068210-25-000011	196301	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0000919574-25-003004	196134	0001759662	028-23294			Coalescence Partners Investment Management, LP
0001041062-25-000106	196944	0001078013	028-05229			GREAT LAKES ADVISORS, LLC
0001041062-25-000106	196945	0001368465	028-11957			Hillsdale Investment Management Inc.
0001041062-25-000106	196946	0001086318	028-04211			INTECH INVESTMENT MANAGEMENT LLC
0001041062-25-000106	196947	0000940755	028-14777			J O HAMBRO CAPITAL MANAGEMENT LTD
0001041062-25-000106	196948	0001387369	028-17689			KETTLE HILL CAPITAL MANAGEMENT, LLC
0001041062-25-000106	196949	0001470944	028-13608			LMCG INVESTMENTS, LLC
0001041062-25-000106	196950	0001050470	028-06580			LSV ASSET MANAGEMENT
0001041062-25-000106	196951	0001435053	028-13124			Macquarie Investment Management LTD
0001041062-25-000106	196952	0001034182	028-03673			MANULIFE INVESTMENT MANAGEMENT (US) LLC
0001041062-25-000106	196953	0001419999	028-13243			MAR VISTA INVESTMENT PARTNERS LLC
0001041062-25-000106	196954	0001279913	028-10682			MARATHON ASSET MANAGEMENT LP
0001041062-25-000106	196955	0000936944	028-04632			MARTINGALE ASSET MANAGEMENT L P
0001041062-25-000106	196956	0001465109	028-13573			Neuberger Berman Group LLC
0001041062-25-000106	196957	0000886982	028-04981			GOLDMAN SACHS GROUP INC
0001041062-25-000106	196958	0001163368	028-10952			PACIFIC INVESTMENT MANAGEMENT CO LLC
0001041062-25-000106	196959	0000883677	028-03042			PANAGORA ASSET MANAGEMENT INC
0001041062-25-000106	196960	0000932859	028-04558			PARAMETRIC PORTFOLIO ASSOCIATES LLC
0001041062-25-000106	196961	0001454949	028-13350			Poplar Forest Capital LLC
0001041062-25-000106	196962	0001501436	028-14009			QS Investors, LLC
0001041062-25-000106	196963	0001768099	028-19339			Qtron Investments LLC
0001041062-25-000106	196964	0001275893	028-10674			RAMIUS ADVISORS LLC
0001041062-25-000106	196965	0001520478	028-14481			RWC Asset Management LLP
0001041062-25-000106	196966	0001056593	028-04691			SCHAFER CULLEN CAPITAL MANAGEMENT INC
0001041062-25-000106	196967	0001257442	028-11338			SSGA FUNDS MANAGEMENT INC
0001041062-25-000106	196968	0001061186	028-07104			WCM INVESTMENT MANAGEMENT, LLC
0001041062-25-000106	196969	0001075869	028-04413			Allspring Global Investments, LLC
0001041062-25-000106	196970	0001570625	028-21079			Perpetual Investment Management Ltd
0001041062-25-000106	196971	0001217541	028-10648			DIAMOND HILL CAPITAL MANAGEMENT INC
0001041062-25-000106	196972	0001508123	028-14178			Stone Harbor Investment Partners LP
0001041062-25-000106	196973	0001923173	028-22464			Leeward Investments, LLC - MA
0001041062-25-000106	196974	0001731012	028-18430			Alphinity Investment Management Pty Ltd
0001041062-25-000106	196975	0000009015	028-00060			BARINGS LLC
0001041062-25-000106	196976	0001088875	028-04825			BAILLIE GIFFORD & CO
0001041062-25-000106	196932	0000916542	028-05990			ACADIAN ASSET MANAGEMENT LLC
0001041062-25-000106	196933	0001109448	028-10562			ALLIANCEBERNSTEIN L.P.
0001041062-25-000106	196934	0001167557	028-10120			AQR CAPITAL MANAGEMENT LLC
0001041062-25-000106	196935	0001651960	028-17137			Arcus Capital Partners, LLC
0001041062-25-000106	196936	0001483859	028-13791			ArrowMark Colorado Holdings LLC
0001041062-25-000106	196937	0001109147	028-05615			AXIOM INVESTORS LLC /DE
0001041062-25-000106	196938	0001361974	028-11939			Beutel, Goodman & Co Ltd.
0001041062-25-000106	196939	0001421306	028-12820			BRIGADE CAPITAL MANAGEMENT, LP
0001041062-25-000106	196940	0001165797	028-11728			CAUSEWAY CAPITAL MANAGEMENT LLC
0001041062-25-000106	196941	0001350585	028-11563			Coho Partners, Ltd.
0001041062-25-000106	196942	0001541743	028-14668			Copeland Capital Management, LLC
0001041062-25-000106	196943	0001505817	028-14036			Fiera Capital Corp
0001420506-25-001108	196261		028-21010			SilverArc Capital Management, LLC
0002068210-25-000010	196821	0001563660	028-21533			Desjardins Global Asset Management Inc.
0002068210-25-000010	196820	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0002068210-25-000009	196738	0001596800	028-16144			Connor, Clark & Lunn Investment Management Ltd.
0002068210-25-000009	196737	0001563660	028-21533			Desjardins Global Asset Management Inc.
0002068210-25-000009	196736	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001445546-25-003484	196809	0001123778	028-06075	000107390		JARISLOWSKY, FRASER Ltd
0001445546-25-003484	196815	0001709632	028-20621	000165976		Vest Financial, LLC
0001445546-25-003484	196814	0001604488	028-17430	000317825		First Trust Capital Management L.P.
0001445546-25-003484	196813	0001616525	028-16224	000170335		CHARTWELL INVESTMENT PARTNERS, LLC
0001445546-25-003484	196812	0001442056	028-13334	000146019		CONFLUENCE INVESTMENT MANAGEMENT LLC
0001445546-25-003484	196811	0001388814	028-12170	000140799		Energy Income Partners, LLC
0001445546-25-003484	196810	0001274173	028-10904	000104652		JANUS HENDERSON GROUP PLC
0001445546-25-003484	196808	0001061186	028-07104	000104702		WCM INVESTMENT MANAGEMENT, LLC
0001445546-25-003484	196807	0000938487	028-04720	000104889		SSI INVESTMENT MANAGEMENT LLC
0001402828-25-000004	196429		028-17598			Russell Investments Group, Ltd.
0001402828-25-000004	196430		028-10477			Columbia Management Investment Advisers, LLC
0000919574-25-002989	196770	0001608485	028-16225	000172244	801-80091	LANSDOWNE PARTNERS (UK) LLP
0002068210-25-000008	196883	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0002068210-25-000008	196884	0001563660	028-21533			Desjardins Global Asset Management Inc.
0000919574-25-002985	196921	0001608485	028-16225	000172244	801-80091	LANSDOWNE PARTNERS (UK) LLP
0002068210-25-000007	196874	0001563660	028-21533			Desjardins Global Asset Management Inc.
0002068210-25-000007	196873	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0000919574-25-002984	196735	0001608485	028-16225	000172244	801-80091	LANSDOWNE PARTNERS (UK) LLP
0001444864-25-000004	197859	0001848237		000286353		SkyView Investment Advisors, LLC
0000945621-25-000485	196132	0002056266	028-25255			Groupe des Assurances du Credit Mutuel
0001402828-25-000003	197202	0001164508	028-10005			ARROWSTREET CAPITAL, LIMITED PARTNERSHIP
0001906827-25-000002	196525	0001879628	028-22415			Susquehanna Capital Management, LLC
0000945621-25-000481	196293	0002056088	028-25236			Groupe la Francaise
0001728195-25-000002	197229	0001444949	028-13217			SUSQUEHANNA ADVISORS GROUP, INC.
0001104659-25-048429	196701		028-12146			Carl Domino, Inc.
0001104659-25-048429	196710		028-11964			Aperio Group, LLC
0001104659-25-048429	196700		028-22276			Eagle Rock Investment Company, LLC
0001104659-25-048429	196699		028-16000			Select Equity Group, L.P.
0001104659-25-048429	196702		028-02013			Harris Associates LP
0001104659-25-048429	196703		028-00030			John W. Bristol & Co Inc.
0001104659-25-048429	196704		028-01399			Southeastern Asset Management Inc/TN
0001104659-25-048429	196705		028-15776			Covey Capital Advisors, LLC
0001104659-25-048429	196706		028-11964			Aperio Group, LLC
0001104659-25-048429	196707		028-05505			Sawgrass Asset Management, LLC
0001104659-25-048429	196708		028-03434			Congress Asset Management Company, LLP
0001104659-25-048429	196709		028-01260			First Manhattan Co., LLC
0001482756-25-000013	196135	0001025835	028-13645			Enterprise Financial Services Corp
0000945621-25-000479	196672	0002056088	028-25236			Groupe la Francaise
0000944695-25-000006	198154	0001097833	028-05067	000107569	801-44189	OPUS INVESTMENT MANAGEMENT INC
0001469589-25-000004	197055	0001469589	028-13619			Q Global Advisors, LLC
0000944695-25-000005	196392	0001097833	028-05067	000107569	801-44189	OPUS INVESTMENT MANAGEMENT INC
0001469589-25-000002	196015	0001469589	028-13619			Q Global Advisors, LLC
0001469589-25-000001	196881	0001469589	028-13619			Q Global Advisors, LLC
0001298088-25-000012	196851	0001298088				CIBC Private Wealth Group LLC
0001298088-25-000011	196387	0001298088				CIBC Private Wealth Group LLC
0001104659-25-048419	196281	0001132597	028-17515			Itau Unibanco Holding S.A.
0001298088-25-000010	196227	0001298088				CIBC Private Wealth Group LLC
0000950123-25-005153	196253		028-15480			Pamplona Capital Management, LLC
0000950123-25-005150	196756		028-15480			Pamplona Capital Management, LLC
0000950123-25-005149	196760		028-15480			Pamplona Capital Management, LLC
0001731393-25-000001	197183	0001719087	028-18524	000288409	801-110852	Diametric Capital, LP
0001469751-25-000006	196479	0001125816	028-06487			FIRST TRUST ADVISORS LP
0001469751-25-000006	196478	0001376113	028-12230			ALPS ADVISORS INC
0001172661-25-001867	196793	0001692234	028-17598			Russell Investments Group, Ltd.
0002068210-25-000002	196023	0001563660	028-21533			Desjardins Global Asset Management Inc.
0002068210-25-000002	196022	0002022297	028-24160			Federation des caisses Desjardins du Quebec
